name,row,ciclo,clave_plantel,cve_programa,modalidad,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
235 2023-2024 14MMS0710J BGC,235,2023-2024,14MMS0710J,BGC,Escolarizada,,,,,,,,,,,,
236 2023-2024 14MMS0710J BGC,236,2023-2024,14MMS0710J,BGC,Escolarizada,,,,,,,,,,,,
237 2023-2024 14MMS0832U BGC,237,2023-2024,14MMS0832U,BGC,Escolarizada,,,,,,,,,,,,
238 2023-2024 14MMS0832U BGC,238,2023-2024,14MMS0832U,BGC,Escolarizada,,,,,,,,,,,,
239 2023-2024 14MMS0629I BGC,239,2023-2024,14MMS0629I,BGC,Escolarizada,,,,,,,,,,,,
240 2023-2024 14MMS0629I BGC,240,2023-2024,14MMS0629I,BGC,Escolarizada,,,,,,,,,,,,
241 2023-2024 14MMS0769I BGC,241,2023-2024,14MMS0769I,BGC,Escolarizada,,,,,,,,,,,,
242 2023-2024 14MMS0759B BGAI,242,2023-2024,14MMS0759B,BGAI,Escolarizada,,,,,,,,,,,,
243 2023-2024 14MMS0759B BGC,243,2023-2024,14MMS0759B,BGC,Escolarizada,,,,,,,,,,,,
244 2023-2024 14MMS0759B BGC,244,2023-2024,14MMS0759B,BGC,Escolarizada,,,,,,,,,,,,
245 2023-2024 14MMS0771X BGC,245,2023-2024,14MMS0771X,BGC,Escolarizada,,,,,,,,,,,,
246 2023-2024 14MMS0771X BGC,246,2023-2024,14MMS0771X,BGC,Escolarizada,,,,,,,,,,,,
247 2023-2024 14MMS0655G BGC,247,2023-2024,14MMS0655G,BGC,Escolarizada,,,,,,,,,,,,
248 2023-2024 14MMS0655G BGC,248,2023-2024,14MMS0655G,BGC,Escolarizada,,,,,,,,,,,,
249 2023-2024 14MMS0766L BGC,249,2023-2024,14MMS0766L,BGC,Escolarizada,,,,,,,,,,,,
250 2023-2024 14MMS0690M BGC,250,2023-2024,14MMS0690M,BGC,Escolarizada,,,,,,,,,,,,
251 2023-2024 14MMS0689X BGC,251,2023-2024,14MMS0689X,BGC,Escolarizada,,,,,,,,,,,,
252 2023-2024 14MMS0620R BGC,252,2023-2024,14MMS0620R,BGC,Escolarizada,,,,,,,,,,,,
253 2023-2024 14MMS0620R BGC,253,2023-2024,14MMS0620R,BGC,Escolarizada,,,,,,,,,,,,
254 2023-2024 14MMS0770Y BGC,254,2023-2024,14MMS0770Y,BGC,Escolarizada,,,,,,,,,,,,
255 2023-2024 14MMS0740D BGC,255,2023-2024,14MMS0740D,BGC,Escolarizada,,,,,,,,,,,,
256 2023-2024 14MMS0768J BGC,256,2023-2024,14MMS0768J,BGC,Escolarizada,,,,,,,,,,,,
257 2023-2024 14MMS0711I BGC,257,2023-2024,14MMS0711I,BGC,Escolarizada,,,,,,,,,,,,
258 2023-2024 14MMS0730X BGC,258,2023-2024,14MMS0730X,BGC,Escolarizada,,,,,,,,,,,,
259 2023-2024 14MMS0656F BGC,259,2023-2024,14MMS0656F,BGC,Escolarizada,,,,,,,,,,,,
260 2023-2024 14MMS0656F BGC,260,2023-2024,14MMS0656F,BGC,Escolarizada,,,,,,,,,,,,
261 2023-2024 14MMS0670Z BGC,261,2023-2024,14MMS0670Z,BGC,Escolarizada,,,,,,,,,,,,
262 2023-2024 14MMS0713G BGC,262,2023-2024,14MMS0713G,BGC,Escolarizada,,,,,,,,,,,,
263 2023-2024 14MMS0713G BGC,263,2023-2024,14MMS0713G,BGC,Escolarizada,,,,,,,,,,,,
264 2023-2024 14MMS0763O BGC,264,2023-2024,14MMS0763O,BGC,Escolarizada,,,,,,,,,,,,
265 2023-2024 14MMS0632W BGC,265,2023-2024,14MMS0632W,BGC,Escolarizada,,,,,,,,,,,,
266 2023-2024 14MMS0632W BGC,266,2023-2024,14MMS0632W,BGC,Escolarizada,,,,,,,,,,,,
267 2023-2024 14MMS0715E BGC,267,2023-2024,14MMS0715E,BGC,Escolarizada,,,,,,,,,,,,
268 2023-2024 14MMS0716D BGC,268,2023-2024,14MMS0716D,BGC,Escolarizada,,,,,,,,,,,,
269 2023-2024 14MMS0743A BGC,269,2023-2024,14MMS0743A,BGC,Escolarizada,,,,,,,,,,,,
270 2023-2024 14MMS0719A BGC,270,2023-2024,14MMS0719A,BGC,Escolarizada,,,,,,,,,,,,
271 2023-2024 14MMS0719A BGC,271,2023-2024,14MMS0719A,BGC,Escolarizada,,,,,,,,,,,,
272 2023-2024 14MMS0720Q BGC,272,2023-2024,14MMS0720Q,BGC,Escolarizada,,,,,,,,,,,,
273 2023-2024 14MMS0720Q BGC,273,2023-2024,14MMS0720Q,BGC,Escolarizada,,,,,,,,,,,,
274 2023-2024 14MMS0660S BGC,274,2023-2024,14MMS0660S,BGC,Escolarizada,,,,,,,,,,,,
275 2023-2024 14MMS0660S BGC,275,2023-2024,14MMS0660S,BGC,Escolarizada,,,,,,,,,,,,
276 2023-2024 14MMS0742B BGC,276,2023-2024,14MMS0742B,BGC,Escolarizada,,,,,,,,,,,,
277 2023-2024 14MMS0727J BGC,277,2023-2024,14MMS0727J,BGC,Escolarizada,,,,,,,,,,,,
278 2023-2024 14MMS0744Z BGC,278,2023-2024,14MMS0744Z,BGC,Escolarizada,,,,,,,,,,,,
279 2023-2024 14MMS0744Z BGC,279,2023-2024,14MMS0744Z,BGC,Escolarizada,,,,,,,,,,,,
280 2023-2024 14MMS0721P BGAI,280,2023-2024,14MMS0721P,BGAI,Escolarizada,,,,,,,,,,,,
281 2023-2024 14MMS0721P BGC,281,2023-2024,14MMS0721P,BGC,Escolarizada,,,,,,,,,,,,
282 2023-2024 14MMS0721P BGC,282,2023-2024,14MMS0721P,BGC,Escolarizada,,,,,,,,,,,,
283 2023-2024 14MMS0657E BGAI,283,2023-2024,14MMS0657E,BGAI,Escolarizada,,,,,,,,,,,,
284 2023-2024 14MMS0657E BGC,284,2023-2024,14MMS0657E,BGC,Escolarizada,,,,,,,,,,,,
285 2023-2024 14MMS0657E BGC,285,2023-2024,14MMS0657E,BGC,Escolarizada,,,,,,,,,,,,
286 2023-2024 14MMS0817B BGC,286,2023-2024,14MMS0817B,BGC,Escolarizada,,,,,,,,,,,,
287 2023-2024 14MMS0817B BGC,287,2023-2024,14MMS0817B,BGC,Escolarizada,,,,,,,,,,,,
288 2023-2024 14MMS0773V BGC,288,2023-2024,14MMS0773V,BGC,Escolarizada,,,,,,,,,,,,
289 2023-2024 14MMS0773V BGC,289,2023-2024,14MMS0773V,BGC,Escolarizada,,,,,,,,,,,,
290 2023-2024 14MMS0772W BGC,290,2023-2024,14MMS0772W,BGC,Escolarizada,,,,,,,,,,,,
291 2023-2024 14MMS0679Q BGC,291,2023-2024,14MMS0679Q,BGC,Escolarizada,,,,,,,,,,,,
292 2023-2024 14MMS0723N BGC,292,2023-2024,14MMS0723N,BGC,Escolarizada,,,,,,,,,,,,
293 2023-2024 14MMS0633V BGC,293,2023-2024,14MMS0633V,BGC,Escolarizada,,,,,,,,,,,,
294 2023-2024 14MMS0633V BGC,294,2023-2024,14MMS0633V,BGC,Escolarizada,,,,,,,,,,,,
295 2023-2024 14MMS0669J BGC,295,2023-2024,14MMS0669J,BGC,Escolarizada,,,,,,,,,,,,
296 2023-2024 14MMS0669J BGC,296,2023-2024,14MMS0669J,BGC,Escolarizada,,,,,,,,,,,,
297 2023-2024 14MMS0672X BGC,297,2023-2024,14MMS0672X,BGC,Escolarizada,,,,,,,,,,,,
298 2023-2024 14MMS0712H BGC,298,2023-2024,14MMS0712H,BGC,Escolarizada,,,,,,,,,,,,
299 2023-2024 14MMS0712H BGC,299,2023-2024,14MMS0712H,BGC,Escolarizada,,,,,,,,,,,,
300 2023-2024 14MMS0767K BGC,300,2023-2024,14MMS0767K,BGC,Escolarizada,,,,,,,,,,,,
301 2023-2024 14MMS0767K BGC,301,2023-2024,14MMS0767K,BGC,Escolarizada,,,,,,,,,,,,
302 2023-2024 14MMS0708V BGC,302,2023-2024,14MMS0708V,BGC,Escolarizada,,,,,,,,,,,,
303 2023-2024 14MMS0708V BGC,303,2023-2024,14MMS0708V,BGC,Escolarizada,,,,,,,,,,,,
304 2023-2024 14MMS0746Y BGC,304,2023-2024,14MMS0746Y,BGC,Escolarizada,,,,,,,,,,,,
305 2023-2024 14MMS0724M BGC,305,2023-2024,14MMS0724M,BGC,Escolarizada,,,,,,,,,,,,
306 2023-2024 14MMS0724M BGC,306,2023-2024,14MMS0724M,BGC,Escolarizada,,,,,,,,,,,,
307 2023-2024 14MMS0755F BGC,307,2023-2024,14MMS0755F,BGC,Escolarizada,,,,,,,,,,,,
308 2023-2024 14MMS0755F BGC,308,2023-2024,14MMS0755F,BGC,Escolarizada,,,,,,,,,,,,
309 2023-2024 14MMS0745Z BGC,309,2023-2024,14MMS0745Z,BGC,Escolarizada,,,,,,,,,,,,
310 2023-2024 14MMS0659C BGC,310,2023-2024,14MMS0659C,BGC,Escolarizada,,,,,,,,,,,,
311 2023-2024 14MMS0659C BGC,311,2023-2024,14MMS0659C,BGC,Escolarizada,,,,,,,,,,,,
312 2023-2024 14MMS0725L BGC,312,2023-2024,14MMS0725L,BGC,Escolarizada,,,,,,,,,,,,
313 2023-2024 14MMS0658D BGC,313,2023-2024,14MMS0658D,BGC,Escolarizada,,,,,,,,,,,,
314 2023-2024 14MMS0658D BGC,314,2023-2024,14MMS0658D,BGC,Escolarizada,,,,,,,,,,,,
315 2023-2024 14MMS0638Q BGC,315,2023-2024,14MMS0638Q,BGC,Escolarizada,,,,,,,,,,,,
316 2023-2024 14MMS0638Q BGC,316,2023-2024,14MMS0638Q,BGC,Escolarizada,,,,,,,,,,,,
317 2023-2024 14MMS0749V BGAI,317,2023-2024,14MMS0749V,BGAI,No escolarizada,,,,,,,,,,,,
318 2023-2024 14MMS0775T 2021300033,318,2023-2024,14MMS0775T,2021300033,Escolarizada,6,15,,21,,,,0,,,,0
319 2023-2024 14MMS0774U 2092100004,319,2023-2024,14MMS0774U,2092100004,Escolarizada,54,135,,189,,,,0,,,,0
320 2023-2024 14MMS0777R 2092100004,320,2023-2024,14MMS0777R,2092100004,Escolarizada,35,82,,117,,,,0,,,,0
321 2023-2024 14MMS0650L 3095300007,321,2023-2024,14MMS0650L,3095300007,Escolarizada,1,6,,7,,,,0,,,,0
322 2023-2024 14MMS0650L 3095300007,322,2023-2024,14MMS0650L,3095300007,Escolarizada,2,5,,7,,,,0,,,,0
323 2023-2024 14MMS0650L 3093100005,323,2023-2024,14MMS0650L,3093100005,Escolarizada,1,3,,4,,,,0,,,,0
324 2023-2024 14MMS0650L 3093100005,324,2023-2024,14MMS0650L,3093100005,Escolarizada,2,1,,3,,,,0,,,,0
325 2023-2024 14MMS0752I 3073200001,325,2023-2024,14MMS0752I,3073200001,Escolarizada,1,1,,2,,,,0,,,,0
326 2023-2024 14MMS0752I 3073200001,326,2023-2024,14MMS0752I,3073200001,Escolarizada,0,1,,1,,,,0,,,,0
327 2023-2024 14MMS0752I 3061300004,327,2023-2024,14MMS0752I,3061300004,Escolarizada,0,0,,0,,,,0,,,,0
328 2023-2024 14MMS0752I 3061300004,328,2023-2024,14MMS0752I,3061300004,Escolarizada,0,0,,0,,,,0,,,,0
329 2023-2024 14MMS0776S 3073200001,329,2023-2024,14MMS0776S,3073200001,Escolarizada,1,0,,1,,,,0,,,,0
330 2023-2024 14MMS0776S 3073200001,330,2023-2024,14MMS0776S,3073200001,Escolarizada,0,0,,0,,,,0,,,,0
331 2023-2024 14MMS0776S 3071700002,331,2023-2024,14MMS0776S,3071700002,Escolarizada,0,1,,1,,,,0,,,,0
332 2023-2024 14MMS0776S 2072100002,332,2023-2024,14MMS0776S,2072100002,Escolarizada,7,6,,13,,,,0,,,,0
333 2023-2024 14MMS0776S 2072100002,333,2023-2024,14MMS0776S,2072100002,Escolarizada,1,3,,4,,,,0,,,,0
334 2023-2024 14MMS0776S 2071200002,334,2023-2024,14MMS0776S,2071200002,Escolarizada,2,0,,2,,,,0,,,,0
335 2023-2024 14MMS0776S 2071200002,335,2023-2024,14MMS0776S,2071200002,Escolarizada,2,0,,2,,,,0,,,,0
336 2023-2024 14MMS0776S 2072400003,336,2023-2024,14MMS0776S,2072400003,Escolarizada,2,1,,3,,,,0,,,,0
337 2023-2024 14MMS0776S 2071100002,337,2023-2024,14MMS0776S,2071100002,Escolarizada,4,1,,5,,,,0,,,,0
338 2023-2024 14MMS0776S 2071100002,338,2023-2024,14MMS0776S,2071100002,Escolarizada,0,0,,0,,,,0,,,,0
339 2023-2024 14MMS0776S 2072300001,339,2023-2024,14MMS0776S,2072300001,Escolarizada,2,0,,2,,,,0,,,,0
340 2023-2024 14MMS0776S 2071400003,340,2023-2024,14MMS0776S,2071400003,Escolarizada,4,3,,7,,,,0,,,,0
341 2023-2024 14MMS0776S 2071400003,341,2023-2024,14MMS0776S,2071400003,Escolarizada,2,1,,3,,,,0,,,,0
342 2023-2024 14MMS0776S 2062200013,342,2023-2024,14MMS0776S,2062200013,Escolarizada,4,0,,4,,,,0,,,,0
343 2023-2024 14MMS0776S 2062200013,343,2023-2024,14MMS0776S,2062200013,Escolarizada,1,3,,4,,,,0,,,,0
344 2023-2024 14MMS0799C 3042000001,344,2023-2024,14MMS0799C,3042000001,Escolarizada,0,0,,0,,,,0,,,,0
345 2023-2024 14MMS0799C 3042000001,345,2023-2024,14MMS0799C,3042000001,Escolarizada,1,6,,7,,,,0,,,,0
346 2023-2024 14MMS0799C 3041100005,346,2023-2024,14MMS0799C,3041100005,Escolarizada,0,3,,3,,,,0,,,,0
347 2023-2024 14MMS0799C 3041100005,347,2023-2024,14MMS0799C,3041100005,Escolarizada,1,1,,2,,,,0,,,,0
348 2023-2024 14MMS0799C 2051200001,348,2023-2024,14MMS0799C,2051200001,Escolarizada,0,0,,0,,,,0,,,,0
349 2023-2024 14MMS0799C 2051200001,349,2023-2024,14MMS0799C,2051200001,Escolarizada,0,0,,0,,,,0,,,,0
350 2023-2024 14MMS0799C 2071200011,350,2023-2024,14MMS0799C,2071200011,Escolarizada,0,0,,0,,,,0,,,,0
351 2023-2024 14MMS0799C 2071200002,351,2023-2024,14MMS0799C,2071200002,Escolarizada,1,0,,1,,,,0,,,,0
352 2023-2024 14MMS0799C 2071200002,352,2023-2024,14MMS0799C,2071200002,Escolarizada,0,0,,0,,,,0,,,,0
353 2023-2024 14MMS0799C 2062200007,353,2023-2024,14MMS0799C,2062200007,Escolarizada,2,1,,3,,,,0,,,,0
354 2023-2024 14MMS0799C 2062200007,354,2023-2024,14MMS0799C,2062200007,Escolarizada,2,1,,3,,,,0,,,,0
355 2023-2024 14MMS0799C 2072000001,355,2023-2024,14MMS0799C,2072000001,Escolarizada,0,0,,0,,,,0,,,,0
356 2023-2024 14MMS0799C 2072000001,356,2023-2024,14MMS0799C,2072000001,Escolarizada,0,0,,0,,,,0,,,,0
357 2023-2024 14MMS0799C 2071100002,357,2023-2024,14MMS0799C,2071100002,Escolarizada,2,1,,3,,,,0,,,,0
358 2023-2024 14MMS0799C 2071100002,358,2023-2024,14MMS0799C,2071100002,Escolarizada,2,0,,2,,,,0,,,,0
359 2023-2024 14MMS0799C 2062100003,359,2023-2024,14MMS0799C,2062100003,Escolarizada,0,0,,0,,,,0,,,,0
360 2023-2024 14MMS0645Z 3042100001,360,2023-2024,14MMS0645Z,3042100001,Escolarizada,2,4,,6,,,,0,,,,0
361 2023-2024 14MMS0645Z 3042100001,361,2023-2024,14MMS0645Z,3042100001,Escolarizada,1,3,,4,,,,0,,,,0
362 2023-2024 14MMS0645Z 3021700001,362,2023-2024,14MMS0645Z,3021700001,Escolarizada,0,0,,0,,,,0,,,,0
363 2023-2024 14MMS0645Z 3021700001,363,2023-2024,14MMS0645Z,3021700001,Escolarizada,0,0,,0,,,,0,,,,0
364 2023-2024 14MMS0614G 3101600003,364,2023-2024,14MMS0614G,3101600003,Escolarizada,0,2,,2,,,,0,,,,0
365 2023-2024 14MMS0614G 3101600003,365,2023-2024,14MMS0614G,3101600003,Escolarizada,0,1,,1,,,,0,,,,0
366 2023-2024 14MMS0830W 3081100024,366,2023-2024,14MMS0830W,3081100024,Escolarizada,0,0,,0,,,,0,,,,0
367 2023-2024 14MMS0830W 3021600010,367,2023-2024,14MMS0830W,3021600010,Escolarizada,0,0,,0,,,,0,,,,0
368 2023-2024 14MMS0718B 3042000001,368,2023-2024,14MMS0718B,3042000001,Escolarizada,0,0,,0,,,,0,,,,0
369 2023-2024 14MMS0718B 3101600003,369,2023-2024,14MMS0718B,3101600003,Escolarizada,0,0,,0,,,,0,,,,0
370 2023-2024 14MMS0651K 3101600003,370,2023-2024,14MMS0651K,3101600003,Escolarizada,0,0,,0,,,,0,,,,0
371 2023-2024 14MMS0651K 3101600003,371,2023-2024,14MMS0651K,3101600003,Escolarizada,0,0,,0,,,,0,,,,0
372 2023-2024 14MMS0751J 3081100024,372,2023-2024,14MMS0751J,3081100024,Escolarizada,0,0,,0,,,,0,,,,0
373 2023-2024 14MMS0751J 3021600010,373,2023-2024,14MMS0751J,3021600010,Escolarizada,0,0,,0,,,,0,,,,0
374 2023-2024 14MMS0717C 3042000001,374,2023-2024,14MMS0717C,3042000001,Escolarizada,0,0,,0,,,,0,,,,0
375 2023-2024 14MMS0717C 3101600003,375,2023-2024,14MMS0717C,3101600003,Escolarizada,0,0,,0,,,,0,,,,0
376 2023-2024 14MMS0748W 3081100003,376,2023-2024,14MMS0748W,3081100003,Escolarizada,0,0,,0,,,,0,,,,0
377 2023-2024 14MMS0748W 3081100003,377,2023-2024,14MMS0748W,3081100003,Escolarizada,0,0,,0,,,,0,,,,0
378 2023-2024 14MMS0616E 3081100003,378,2023-2024,14MMS0616E,3081100003,Escolarizada,0,0,,0,,,,0,,,,0
379 2023-2024 14MMS0616E 3081100003,379,2023-2024,14MMS0616E,3081100003,Escolarizada,0,0,,0,,,,0,,,,0
380 2023-2024 14MMS0616E 2092100004,380,2023-2024,14MMS0616E,2092100004,Escolarizada,14,72,,86,,,,0,,,,0
381 2023-2024 14MMS0616E 2092100004,381,2023-2024,14MMS0616E,2092100004,Escolarizada,19,67,,86,,,,0,,,,0
382 2023-2024 14MMS0616E 2071100002,382,2023-2024,14MMS0616E,2071100002,Escolarizada,3,0,,3,,,,0,,,,0
383 2023-2024 14MMS0616E 2071100002,383,2023-2024,14MMS0616E,2071100002,Escolarizada,1,1,,2,,,,0,,,,0
384 2023-2024 14MMS0616E 2071400001,384,2023-2024,14MMS0616E,2071400001,Escolarizada,0,2,,2,,,,0,,,,0
385 2023-2024 14MMS0616E 2071400001,385,2023-2024,14MMS0616E,2071400001,Escolarizada,0,2,,2,,,,0,,,,0
386 2023-2024 14MMS0699D 3081100003,386,2023-2024,14MMS0699D,3081100003,Escolarizada,2,1,,3,,,,0,,,,0
387 2023-2024 14MMS0632W 3042100026,387,2023-2024,14MMS0632W,3042100026,Escolarizada,0,0,,0,,,,0,,,,0
388 2023-2024 14MMS0632W 3042100026,388,2023-2024,14MMS0632W,3042100026,Escolarizada,0,0,,0,,,,0,,,,0
389 2023-2024 14MMS0660S 3042000001,389,2023-2024,14MMS0660S,3042000001,Escolarizada,0,0,,0,,,,0,,,,0
390 2023-2024 14MMS0660S 3042000001,390,2023-2024,14MMS0660S,3042000001,Escolarizada,0,0,,0,,,,0,,,,0
391 2023-2024 14MMS0660S 3101600003,391,2023-2024,14MMS0660S,3101600003,Escolarizada,0,0,,0,,,,0,,,,0
392 2023-2024 14MMS0660S 3101600003,392,2023-2024,14MMS0660S,3101600003,Escolarizada,0,0,,0,,,,0,,,,0
393 2023-2024 14MMS0659C 3042100026,393,2023-2024,14MMS0659C,3042100026,Escolarizada,1,1,,2,,,,0,,,,0
394 2023-2024 14USU0002Z 5011100022,394,2023-2024,14USU0002Z,5011100022,Escolarizada,0,0,,0,,,,0,,,,0
395 2023-2024 14USU0002Z 5011500002,395,2023-2024,14USU0002Z,5011500002,Escolarizada,0,0,,0,,,,0,,,,0
396 2023-2024 14USU0002Z 5031100007,396,2023-2024,14USU0002Z,5031100007,Escolarizada,7,32,,39,,,,0,,,,1
397 2023-2024 14USU0002Z 5031200004,397,2023-2024,14USU0002Z,5031200004,Escolarizada,0,3,,3,,,,0,,,,0
398 2023-2024 14USU0002Z 5033100003,398,2023-2024,14USU0002Z,5033100003,Escolarizada,19,26,,45,,,,0,,,,0
399 2023-2024 14USU0002Z 5041100021,399,2023-2024,14USU0002Z,5041100021,Escolarizada,4,6,,10,,,,0,,,,1
400 2023-2024 14USU0002Z 5041400032,400,2023-2024,14USU0002Z,5041400032,Escolarizada,2,19,,21,,,,0,,,,1
401 2023-2024 14USU0002Z 5042000002,401,2023-2024,14USU0002Z,5042000002,Escolarizada,10,28,,38,,,,0,,,,0
402 2023-2024 14USU0002Z 5062100034,402,2023-2024,14USU0002Z,5062100034,Escolarizada,0,0,,0,,,,0,,,,0
403 2023-2024 14USU0002Z 5062200073,403,2023-2024,14USU0002Z,5062200073,Escolarizada,11,4,,15,,,,0,,,,1
404 2023-2024 14USU0002Z 5071300009,404,2023-2024,14USU0002Z,5071300009,Escolarizada,8,1,,9,,,,0,,,,0
405 2023-2024 14USU0002Z 5092100006,405,2023-2024,14USU0002Z,5092100006,Escolarizada,49,123,,172,,,,1,,,,1
406 2023-2024 14USU0002Z 5094200006,406,2023-2024,14USU0002Z,5094200006,Escolarizada,4,24,,28,,,,0,,,,0
407 2023-2024 14USU0002Z 5101600013,407,2023-2024,14USU0002Z,5101600013,Escolarizada,5,7,,12,,,,0,,,,0
408 2023-2024 14USU0003Y 5011500002,408,2023-2024,14USU0003Y,5011500002,Escolarizada,9,26,,35,,,,0,,,,0
409 2023-2024 14USU0003Y 5031100007,409,2023-2024,14USU0003Y,5031100007,Escolarizada,11,61,,72,,,,0,,,,0
410 2023-2024 14USU0003Y 5031500008,410,2023-2024,14USU0003Y,5031500008,Escolarizada,0,0,,0,,,,0,,,,0
411 2023-2024 14USU0003Y 5031500010,411,2023-2024,14USU0003Y,5031500010,Escolarizada,4,106,,110,,,,0,,,,0
412 2023-2024 14USU0003Y 5033100003,412,2023-2024,14USU0003Y,5033100003,Escolarizada,14,18,,32,,,,0,,,,0
413 2023-2024 14USU0003Y 5041100021,413,2023-2024,14USU0003Y,5041100021,Escolarizada,6,7,,13,,,,0,,,,0
414 2023-2024 14USU0003Y 5041400032,414,2023-2024,14USU0003Y,5041400032,Escolarizada,16,57,,73,,,,0,,,,0
415 2023-2024 14USU0003Y 5042000002,415,2023-2024,14USU0003Y,5042000002,Escolarizada,10,27,,37,,,,0,,,,0
416 2023-2024 14USU0003Y 5051100015,416,2023-2024,14USU0003Y,5051100015,Escolarizada,3,3,,6,,,,0,,,,0
417 2023-2024 14USU0003Y 5052200021,417,2023-2024,14USU0003Y,5052200021,Escolarizada,1,1,,2,,,,0,,,,0
418 2023-2024 14USU0003Y 5062200055,418,2023-2024,14USU0003Y,5062200055,Escolarizada,1,1,,2,,,,0,,,,0
419 2023-2024 14USU0003Y 5062200073,419,2023-2024,14USU0003Y,5062200073,Escolarizada,9,1,,10,,,,0,,,,0
420 2023-2024 14USU0003Y 5062200082,420,2023-2024,14USU0003Y,5062200082,Escolarizada,9,6,,15,,,,0,,,,0
421 2023-2024 14USU0003Y 5071300014,421,2023-2024,14USU0003Y,5071300014,Escolarizada,22,2,,24,,,,0,,,,0
422 2023-2024 14USU0003Y 5071300091,422,2023-2024,14USU0003Y,5071300091,Escolarizada,2,0,,2,,,,0,,,,0
423 2023-2024 14USU0003Y 5072400001,423,2023-2024,14USU0003Y,5072400001,Escolarizada,0,0,,0,,,,0,,,,0
424 2023-2024 14USU0003Y 5091100010,424,2023-2024,14USU0003Y,5091100010,Escolarizada,0,0,,0,,,,0,,,,0
425 2023-2024 14USU0003Y 5092100006,425,2023-2024,14USU0003Y,5092100006,Escolarizada,7,83,,90,,,,0,,,,0
426 2023-2024 14USU0003Y 5094200006,426,2023-2024,14USU0003Y,5094200006,Escolarizada,0,7,,7,,,,0,,,,0
427 2023-2024 14USU0003Y 5101600013,427,2023-2024,14USU0003Y,5101600013,Escolarizada,2,14,,16,,,,0,,,,0
428 2023-2024 14USU0004X 5011200004,428,2023-2024,14USU0004X,5011200004,No escolarizada,11,24,,35,,,,0,,,,0
429 2023-2024 14USU0004X 5011500002,429,2023-2024,14USU0004X,5011500002,No escolarizada,3,20,,23,,,,0,,,,0
430 2023-2024 14USU0004X 5021000007,430,2023-2024,14USU0004X,5021000007,No escolarizada,10,10,,20,,,,0,,,,0
431 2023-2024 14USU0004X 5032100001,431,2023-2024,14USU0004X,5032100001,No escolarizada,1,1,,2,,,,0,,,,0
432 2023-2024 14USU0004X 5032200003,432,2023-2024,14USU0004X,5032200003,No escolarizada,0,0,,0,,,,0,,,,0
433 2023-2024 14USU0004X 5032200012,433,2023-2024,14USU0004X,5032200012,No escolarizada,4,8,,12,,,,0,,,,1
434 2023-2024 14USU0004X 5041200075,434,2023-2024,14USU0004X,5041200075,No escolarizada,0,0,,0,,,,0,,,,0
435 2023-2024 14USU0004X 5042100065,435,2023-2024,14USU0004X,5042100065,No escolarizada,30,29,,59,,,,0,,,,0
436 2023-2024 14USU0004X 5061000015,436,2023-2024,14USU0004X,5061000015,No escolarizada,0,0,,0,,,,0,,,,0
437 2023-2024 14USU0004X 5062200105,437,2023-2024,14USU0004X,5062200105,No escolarizada,32,8,,40,,,,0,,,,0
438 2023-2024 14USU0004X 5104100015,438,2023-2024,14USU0004X,5104100015,No escolarizada,8,8,,16,,,,0,,,,0
439 2023-2024 14USU0005W 5021000114,439,2023-2024,14USU0005W,5021000114,Escolarizada,5,8,,13,,,,0,,,,0
440 2023-2024 14USU0005W 5021200054,440,2023-2024,14USU0005W,5021200054,Escolarizada,3,32,,35,,,,0,,,,0
441 2023-2024 14USU0005W 5021200055,441,2023-2024,14USU0005W,5021200055,Escolarizada,6,17,,23,,,,0,,,,0
442 2023-2024 14USU0005W 5021400012,442,2023-2024,14USU0005W,5021400012,Escolarizada,5,4,,9,,,,0,,,,0
443 2023-2024 14USU0005W 5021700002,443,2023-2024,14USU0005W,5021700002,Escolarizada,10,16,,26,,,,0,,,,0
444 2023-2024 14USU0006V 5021300063,444,2023-2024,14USU0006V,5021300063,Escolarizada,13,10,,23,,,,0,,,,0
445 2023-2024 14USU0007U 5051100006,445,2023-2024,14USU0007U,5051100006,Escolarizada,2,4,,6,,,,0,,,,0
446 2023-2024 14USU0008T 5021000010,446,2023-2024,14USU0008T,5021000010,Escolarizada,6,6,,12,,,,0,,,,0
447 2023-2024 14USU0008T 5021600062,447,2023-2024,14USU0008T,5021600062,Escolarizada,2,5,,7,,,,0,,,,0
448 2023-2024 14USU0008T 5022500001,448,2023-2024,14USU0008T,5022500001,Escolarizada,1,5,,6,,,,0,,,,0
449 2023-2024 14USU0008T 5031500008,449,2023-2024,14USU0008T,5031500008,Escolarizada,5,33,,38,,,,0,,,,0
450 2023-2024 14USU0008T 5033100003,450,2023-2024,14USU0008T,5033100003,Escolarizada,110,106,,216,,,,0,,,,0
451 2023-2024 14USU0008T 5033200024,451,2023-2024,14USU0008T,5033200024,Escolarizada,0,0,,0,,,,0,,,,0
452 2023-2024 14USU0008T 5041400032,452,2023-2024,14USU0008T,5041400032,Escolarizada,43,63,,106,,,,0,,,,0
453 2023-2024 14USU0008T 5042100012,453,2023-2024,14USU0008T,5042100012,Escolarizada,23,32,,55,,,,0,,,,0
454 2023-2024 14USU0008T 5052200002,454,2023-2024,14USU0008T,5052200002,Escolarizada,31,20,,51,,,,0,,,,0
