name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t
430 2023-2024 14USU0004X 5021000007,430,2023-2024,14USU0004X,5021000007,No escolarizada,4,28,,32,,,,1,,,,0
431 2023-2024 14USU0004X 5032100001,431,2023-2024,14USU0004X,5032100001,No escolarizada,6,1,,7,,,,1,,,,0
432 2023-2024 14USU0004X 5032200003,432,2023-2024,14USU0004X,5032200003,No escolarizada,0,0,,0,,,,0,,,,0
433 2023-2024 14USU0004X 5032200012,433,2023-2024,14USU0004X,5032200012,No escolarizada,1,8,,9,,,,0,,,,0
434 2023-2024 14USU0004X 5041200075,434,2023-2024,14USU0004X,5041200075,No escolarizada,18,22,,40,,,,1,,,,1
435 2023-2024 14USU0004X 5042100065,435,2023-2024,14USU0004X,5042100065,No escolarizada,87,125,,212,,,,1,,,,1
436 2023-2024 14USU0004X 5061000015,436,2023-2024,14USU0004X,5061000015,No escolarizada,8,5,,13,,,,0,,,,0
437 2023-2024 14USU0004X 5062200105,437,2023-2024,14USU0004X,5062200105,No escolarizada,43,13,,56,,,,1,,,,0
438 2023-2024 14USU0004X 5104100015,438,2023-2024,14USU0004X,5104100015,No escolarizada,10,3,,13,,,,0,,,,0
439 2023-2024 14USU0005W 5021000114,439,2023-2024,14USU0005W,5021000114,Escolarizada,24,33,,57,,,,0,,,,0
440 2023-2024 14USU0005W 5021200054,440,2023-2024,14USU0005W,5021200054,Escolarizada,10,32,,42,,,,0,,,,0
441 2023-2024 14USU0005W 5021200055,441,2023-2024,14USU0005W,5021200055,Escolarizada,7,18,,25,,,,0,,,,0
442 2023-2024 14USU0005W 5021400012,442,2023-2024,14USU0005W,5021400012,Escolarizada,13,6,,19,,,,0,,,,0
443 2023-2024 14USU0005W 5021700002,443,2023-2024,14USU0005W,5021700002,Escolarizada,19,48,,67,,,,1,,,,0
444 2023-2024 14USU0006V 5021300063,444,2023-2024,14USU0006V,5021300063,Escolarizada,41,28,,69,,,,0,,,,0
445 2023-2024 14USU0007U 5051100006,445,2023-2024,14USU0007U,5051100006,Escolarizada,26,41,,67,,,,1,,,,0
446 2023-2024 14USU0008T 5021000010,446,2023-2024,14USU0008T,5021000010,Escolarizada,5,21,,26,,,,0,,,,0
447 2023-2024 14USU0008T 5021600062,447,2023-2024,14USU0008T,5021600062,Escolarizada,29,69,,98,,,,2,,,,0
448 2023-2024 14USU0008T 5022500001,448,2023-2024,14USU0008T,5022500001,Escolarizada,21,44,,65,,,,3,,,,0
449 2023-2024 14USU0008T 5031500008,449,2023-2024,14USU0008T,5031500008,Escolarizada,11,65,,76,,,,1,,,,0
450 2023-2024 14USU0008T 5033100003,450,2023-2024,14USU0008T,5033100003,Escolarizada,181,249,,430,,,,2,,,,0
451 2023-2024 14USU0008T 5033200024,451,2023-2024,14USU0008T,5033200024,Escolarizada,11,42,,53,,,,1,,,,0
452 2023-2024 14USU0008T 5041400032,452,2023-2024,14USU0008T,5041400032,Escolarizada,64,108,,172,,,,3,,,,0
453 2023-2024 14USU0008T 5042100012,453,2023-2024,14USU0008T,5042100012,Escolarizada,105,158,,263,,,,0,,,,0
454 2023-2024 14USU0008T 5052200002,454,2023-2024,14USU0008T,5052200002,Escolarizada,88,38,,126,,,,2,,,,1
455 2023-2024 14USU0008T 5061100001,455,2023-2024,14USU0008T,5061100001,Escolarizada,57,12,,69,,,,1,,,,0
456 2023-2024 14USU0008T 5071200009,456,2023-2024,14USU0008T,5071200009,Escolarizada,91,20,,111,,,,1,,,,0
457 2023-2024 14USU0008T 5073100009,457,2023-2024,14USU0008T,5073100009,Escolarizada,0,0,,0,,,,0,,,,0
458 2023-2024 14USU0008T 5091100011,458,2023-2024,14USU0008T,5091100011,Escolarizada,145,208,,353,,,,2,,,,0
459 2023-2024 14USU0008T 5094200006,459,2023-2024,14USU0008T,5094200006,Escolarizada,14,94,,108,,,,0,,,,0
460 2023-2024 14USU0008T 5095600005,460,2023-2024,14USU0008T,5095600005,Escolarizada,16,71,,87,,,,2,,,,0
461 2023-2024 14USU0009S 5033100003,461,2023-2024,14USU0009S,5033100003,Escolarizada,4,10,,14,,,,0,,,,0
462 2023-2024 14USU0009S 5042000002,462,2023-2024,14USU0009S,5042000002,Escolarizada,7,18,,25,,,,0,,,,0
463 2023-2024 14USU0009S 5101600013,463,2023-2024,14USU0009S,5101600013,Escolarizada,4,10,,14,,,,0,,,,0
464 2023-2024 14USU0010H 5012603011,464,2023-2024,14USU0010H,5012603011,Escolarizada,7,22,,29,,,,0,,,,0
465 2023-2024 14USU0010H 5012603027,465,2023-2024,14USU0010H,5012603027,Escolarizada,24,41,,65,,,,0,,,,0
466 2023-2024 14USU0010H 5021500119,466,2023-2024,14USU0010H,5021500119,Escolarizada,1,1,,2,,,,0,,,,0
467 2023-2024 14USU0010H 5022300022,467,2023-2024,14USU0010H,5022300022,Escolarizada,23,57,,80,,,,0,,,,0
468 2023-2024 14USU0010H 5022500008,468,2023-2024,14USU0010H,5022500008,Escolarizada,26,27,,53,,,,2,,,,0
469 2023-2024 14USU0010H 5022600002,469,2023-2024,14USU0010H,5022600002,Escolarizada,40,41,,81,,,,0,,,,0
470 2023-2024 14USU0010H 5031200004,470,2023-2024,14USU0010H,5031200004,Escolarizada,7,16,,23,,,,1,,,,0
471 2023-2024 14USU0010H 5031200031,471,2023-2024,14USU0010H,5031200031,Escolarizada,18,30,,48,,,,1,,,,0
472 2023-2024 14USU0010H 5031300010,472,2023-2024,14USU0010H,5031300010,Escolarizada,31,40,,71,,,,0,,,,0
473 2023-2024 14USU0010H 5031300014,473,2023-2024,14USU0010H,5031300014,Escolarizada,23,91,,114,,,,0,,,,1
474 2023-2024 14USU0010H 5031500010,474,2023-2024,14USU0010H,5031500010,Escolarizada,13,260,,273,,,,2,,,,0
475 2023-2024 14USU0010H 5032100027,475,2023-2024,14USU0010H,5032100027,Escolarizada,9,24,,33,,,,0,,,,0
476 2023-2024 14USU0010H 5033100003,476,2023-2024,14USU0010H,5033100003,Escolarizada,694,855,,1549,,,,12,,,,2
477 2023-2024 14USU0010H 5033200006,477,2023-2024,14USU0010H,5033200006,Escolarizada,25,100,,125,,,,2,,,,0
478 2023-2024 14USU0010H 5052300015,478,2023-2024,14USU0010H,5052300015,Escolarizada,18,20,,38,,,,1,,,,0
479 2023-2024 14USU0011G 5031300044,479,2023-2024,14USU0011G,5031300044,Escolarizada,0,0,,0,,,,0,,,,0
480 2023-2024 14USU0011G 5041100056,480,2023-2024,14USU0011G,5041100056,Escolarizada,0,0,,0,,,,0,,,,0
481 2023-2024 14USU0011G 5042000002,481,2023-2024,14USU0011G,5042000002,Escolarizada,0,0,,0,,,,0,,,,0
482 2023-2024 14USU0011G 5042100092,482,2023-2024,14USU0011G,5042100092,Escolarizada,0,0,,0,,,,0,,,,0
483 2023-2024 14USU0011G 5051200024,483,2023-2024,14USU0011G,5051200024,Escolarizada,0,0,,0,,,,0,,,,0
484 2023-2024 14USU0011G 5071000020,484,2023-2024,14USU0011G,5071000020,Escolarizada,0,0,,0,,,,0,,,,0
485 2023-2024 14USU0011G 5071100005,485,2023-2024,14USU0011G,5071100005,Escolarizada,0,0,,0,,,,0,,,,0
486 2023-2024 14USU0011G 5071300014,486,2023-2024,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0
487 2023-2024 14USU0011G 5071300014,487,2023-2024,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0
488 2023-2024 14USU0011G 5073200005,488,2023-2024,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0
489 2023-2024 14USU0011G 5073200005,489,2023-2024,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0
490 2023-2024 14USU0011G 5091100011,490,2023-2024,14USU0011G,5091100011,Escolarizada,0,0,,0,,,,0,,,,0
491 2023-2024 14USU0011G 5092100006,491,2023-2024,14USU0011G,5092100006,Escolarizada,0,0,,0,,,,0,,,,0
492 2023-2024 14USU0011G 5094100009,492,2023-2024,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0
493 2023-2024 14USU0011G 5094100009,493,2023-2024,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0
494 2023-2024 14USU0011G 5094200006,494,2023-2024,14USU0011G,5094200006,Escolarizada,0,0,,0,,,,0,,,,0
495 2023-2024 14USU0011G 5071300147,495,2023-2024,14USU0011G,5071300147,Dual,0,0,,0,,,,0,,,,0
496 2023-2024 14USU0011G 5051200024,496,2023-2024,14USU0011G,5051200024,Dual,0,0,,0,,,,0,,,,0
497 2023-2024 14USU0011G 5071100005,497,2023-2024,14USU0011G,5071100005,Dual,0,0,,0,,,,0,,,,0
498 2023-2024 14USU0110G 4061300006,498,2023-2024,14USU0110G,4061300006,Escolarizada,0,0,,0,,,,0,,,,0
499 2023-2024 14USU0110G 4071300015,499,2023-2024,14USU0110G,4071300015,Escolarizada,0,0,,0,,,,0,,,,0
500 2023-2024 14USU0110G 4071300020,500,2023-2024,14USU0110G,4071300020,Escolarizada,0,0,,0,,,,0,,,,0
501 2023-2024 14USU0110G 5052100005,501,2023-2024,14USU0110G,5052100005,Escolarizada,22,13,,35,,,,1,,,,0
502 2023-2024 14USU0110G 5052200007,502,2023-2024,14USU0110G,5052200007,Escolarizada,30,40,,70,,,,1,,,,0
503 2023-2024 14USU0110G 5052200017,503,2023-2024,14USU0110G,5052200017,Escolarizada,11,6,,17,,,,0,,,,0
504 2023-2024 14USU0110G 5053100004,504,2023-2024,14USU0110G,5053100004,Escolarizada,7,3,,10,,,,1,,,,0
505 2023-2024 14USU0110G 5061000002,505,2023-2024,14USU0110G,5061000002,Escolarizada,134,20,,154,,,,3,,,,0
506 2023-2024 14USU0110G 5062100009,506,2023-2024,14USU0110G,5062100009,Escolarizada,134,26,,160,,,,4,,,,0
507 2023-2024 14USU0110G 5062200055,507,2023-2024,14USU0110G,5062200055,Escolarizada,87,13,,100,,,,0,,,,0
508 2023-2024 14USU0110G 5071000020,508,2023-2024,14USU0110G,5071000020,Escolarizada,66,50,,116,,,,4,,,,0
509 2023-2024 14USU0110G 5071200034,509,2023-2024,14USU0110G,5071200034,Escolarizada,21,10,,31,,,,1,,,,0
510 2023-2024 14USU0110G 5071300009,510,2023-2024,14USU0110G,5071300009,Escolarizada,171,12,,183,,,,1,,,,1
511 2023-2024 14USU0110G 5071300082,511,2023-2024,14USU0110G,5071300082,Escolarizada,26,8,,34,,,,1,,,,0
512 2023-2024 14USU0110G 5071400015,512,2023-2024,14USU0110G,5071400015,Escolarizada,127,95,,222,,,,3,,,,0
513 2023-2024 14USU0110G 5071700019,513,2023-2024,14USU0110G,5071700019,Escolarizada,213,99,,312,,,,6,,,,0
514 2023-2024 14USU0110G 5072100033,514,2023-2024,14USU0110G,5072100033,Escolarizada,25,68,,93,,,,0,,,,0
515 2023-2024 14USU0110G 5073200005,515,2023-2024,14USU0110G,5073200005,Escolarizada,144,26,,170,,,,2,,,,0
516 2023-2024 14USU0110G 5073200035,516,2023-2024,14USU0110G,5073200035,Escolarizada,27,7,,34,,,,0,,,,0
517 2023-2024 14USU0110G 5095400006,517,2023-2024,14USU0110G,5095400006,Escolarizada,78,177,,255,,,,5,,,,0
518 2023-2024 14USU0110G 5102100004,518,2023-2024,14USU0110G,5102100004,Escolarizada,19,6,,25,,,,0,,,,0
519 2023-2024 14USU0120N 4062100004,519,2023-2024,14USU0120N,4062100004,Escolarizada,0,0,,0,,,,0,,,,0
520 2023-2024 14USU0120N 4062200010,520,2023-2024,14USU0120N,4062200010,Escolarizada,0,0,,0,,,,0,,,,0
521 2023-2024 14USU0120N 5031400003,521,2023-2024,14USU0120N,5031400003,Escolarizada,69,23,,92,,,,2,,,,0
522 2023-2024 14USU0120N 5032100065,522,2023-2024,14USU0120N,5032100065,Escolarizada,10,48,,58,,,,1,,,,0
523 2023-2024 14USU0120N 5041100009,523,2023-2024,14USU0120N,5041100009,Escolarizada,13,14,,27,,,,0,,,,0
524 2023-2024 14USU0120N 5041100056,524,2023-2024,14USU0120N,5041100056,Escolarizada,208,349,,557,,,,2,,,,0
525 2023-2024 14USU0120N 5041100127,525,2023-2024,14USU0120N,5041100127,Escolarizada,23,57,,80,,,,3,,,,0
526 2023-2024 14USU0120N 5041200028,526,2023-2024,14USU0120N,5041200028,Escolarizada,151,229,,380,,,,5,,,,1
527 2023-2024 14USU0120N 5041300007,527,2023-2024,14USU0120N,5041300007,Escolarizada,162,146,,308,,,,6,,,,0
528 2023-2024 14USU0120N 5041400032,528,2023-2024,14USU0120N,5041400032,Escolarizada,215,309,,524,,,,5,,,,0
529 2023-2024 14USU0120N 5042000002,529,2023-2024,14USU0120N,5042000002,Escolarizada,175,237,,412,,,,7,,,,1
530 2023-2024 14USU0120N 5042100117,530,2023-2024,14USU0120N,5042100117,Escolarizada,20,167,,187,,,,1,,,,1
531 2023-2024 14USU0120N 5042300027,531,2023-2024,14USU0120N,5042300027,Escolarizada,35,34,,69,,,,0,,,,0
532 2023-2024 14USU0120N 5051300020,532,2023-2024,14USU0120N,5051300020,Escolarizada,12,25,,37,,,,0,,,,0
533 2023-2024 14USU0120N 5062200082,533,2023-2024,14USU0120N,5062200082,Escolarizada,58,24,,82,,,,1,,,,0
534 2023-2024 14USU0120N 5101600013,534,2023-2024,14USU0120N,5101600013,Escolarizada,35,160,,195,,,,1,,,,0
535 2023-2024 14USU0130U 5041100021,535,2023-2024,14USU0130U,5041100021,Escolarizada,23,16,,39,,,,1,,,,1
536 2023-2024 14USU0130U 5051100003,536,2023-2024,14USU0130U,5051100003,Escolarizada,117,187,,304,,,,5,,,,0
537 2023-2024 14USU0130U 5072100018,537,2023-2024,14USU0130U,5072100018,Escolarizada,21,32,,53,,,,0,,,,0
538 2023-2024 14USU0130U 5081300016,538,2023-2024,14USU0130U,5081300016,Escolarizada,184,94,,278,,,,4,,,,0
539 2023-2024 14USU0130U 5082100001,539,2023-2024,14USU0130U,5082100001,Escolarizada,209,448,,657,,,,15,,,,2
540 2023-2024 14USU0140A 5021000110,540,2023-2024,14USU0140A,5021000110,Escolarizada,0,0,,0,,,,0,,,,0
541 2023-2024 14USU0140A 5021500044,541,2023-2024,14USU0140A,5021500044,Escolarizada,112,207,,319,,,,10,,,,1
542 2023-2024 14USU0140A 5021600017,542,2023-2024,14USU0140A,5021600017,Escolarizada,2,54,,56,,,,0,,,,0
543 2023-2024 14USU0140A 5021600024,543,2023-2024,14USU0140A,5021600024,Escolarizada,4,27,,31,,,,1,,,,0
544 2023-2024 14USU0140A 5071100019,544,2023-2024,14USU0140A,5071100019,Escolarizada,33,50,,83,,,,2,,,,0
545 2023-2024 14USU0140A 5073100009,545,2023-2024,14USU0140A,5073100009,Escolarizada,118,88,,206,,,,2,,,,0
546 2023-2024 14USU0140A 5073100024,546,2023-2024,14USU0140A,5073100024,Escolarizada,18,20,,38,,,,1,,,,0
547 2023-2024 14USU0150H 4062100001,547,2023-2024,14USU0150H,4062100001,Escolarizada,0,0,,0,,,,0,,,,0
548 2023-2024 14USU0150H 5031100007,548,2023-2024,14USU0150H,5031100007,Escolarizada,10,20,,30,,,,2,,,,0
549 2023-2024 14USU0150H 5033100003,549,2023-2024,14USU0150H,5033100003,Escolarizada,10,15,,25,,,,0,,,,0
550 2023-2024 14USU0150H 5041400032,550,2023-2024,14USU0150H,5041400032,Escolarizada,10,15,,25,,,,2,,,,0
551 2023-2024 14USU0150H 5042000002,551,2023-2024,14USU0150H,5042000002,Escolarizada,12,15,,27,,,,0,,,,0
552 2023-2024 14USU0150H 5042100117,552,2023-2024,14USU0150H,5042100117,Escolarizada,3,14,,17,,,,0,,,,0
553 2023-2024 14USU0160O 5011500002,553,2023-2024,14USU0160O,5011500002,Escolarizada,0,0,,0,,,,0,,,,0
554 2023-2024 14USU0160O 5031100007,554,2023-2024,14USU0160O,5031100007,Escolarizada,20,72,,92,,,,3,,,,0
555 2023-2024 14USU0160O 5032100038,555,2023-2024,14USU0160O,5032100038,Escolarizada,5,6,,11,,,,0,,,,0
556 2023-2024 14USU0160O 5033100003,556,2023-2024,14USU0160O,5033100003,Escolarizada,47,52,,99,,,,1,,,,0
557 2023-2024 14USU0160O 5041100056,557,2023-2024,14USU0160O,5041100056,Escolarizada,17,46,,63,,,,1,,,,0
558 2023-2024 14USU0160O 5041200028,558,2023-2024,14USU0160O,5041200028,Escolarizada,15,24,,39,,,,2,,,,0
559 2023-2024 14USU0160O 5041400032,559,2023-2024,14USU0160O,5041400032,Escolarizada,11,35,,46,,,,5,,,,0
560 2023-2024 14USU0160O 5042000002,560,2023-2024,14USU0160O,5042000002,Escolarizada,10,26,,36,,,,0,,,,0
561 2023-2024 14USU0160O 5042100117,561,2023-2024,14USU0160O,5042100117,Escolarizada,9,33,,42,,,,0,,,,0
562 2023-2024 14USU0160O 5061000002,562,2023-2024,14USU0160O,5061000002,Escolarizada,33,4,,37,,,,3,,,,0
563 2023-2024 14USU0160O 5062200055,563,2023-2024,14USU0160O,5062200055,Escolarizada,21,9,,30,,,,0,,,,0
564 2023-2024 14USU0160O 5071300014,564,2023-2024,14USU0160O,5071300014,Escolarizada,0,0,,0,,,,0,,,,0
565 2023-2024 14USU0160O 5071400015,565,2023-2024,14USU0160O,5071400015,Escolarizada,34,28,,62,,,,1,,,,0
566 2023-2024 14USU0160O 5071700019,566,2023-2024,14USU0160O,5071700019,Escolarizada,40,14,,54,,,,3,,,,0
567 2023-2024 14USU0160O 5091100011,567,2023-2024,14USU0160O,5091100011,Escolarizada,0,0,,0,,,,0,,,,0
568 2023-2024 14USU0160O 5095400006,568,2023-2024,14USU0160O,5095400006,Escolarizada,35,61,,96,,,,2,,,,0
569 2023-2024 14USU0170V 5033100003,569,2023-2024,14USU0170V,5033100003,Escolarizada,5,8,,13,,,,1,,,,0
570 2023-2024 14USU0170V 5041100021,570,2023-2024,14USU0170V,5041100021,Escolarizada,4,4,,8,,,,0,,,,0
571 2023-2024 14USU0170V 5041400032,571,2023-2024,14USU0170V,5041400032,Escolarizada,0,0,,0,,,,0,,,,0
572 2023-2024 14USU0170V 5042000002,572,2023-2024,14USU0170V,5042000002,Escolarizada,6,26,,32,,,,0,,,,0
573 2023-2024 14USU0170V 5081100010,573,2023-2024,14USU0170V,5081100010,Escolarizada,25,13,,38,,,,0,,,,0
574 2023-2024 14USU0170V 5092100006,574,2023-2024,14USU0170V,5092100006,Escolarizada,1,7,,8,,,,0,,,,0
575 2023-2024 14USU0190I 4021500005,575,2023-2024,14USU0190I,4021500005,Escolarizada,0,0,,0,,,,0,,,,0
576 2023-2024 14USU0190I 5021000114,576,2023-2024,14USU0190I,5021000114,Escolarizada,5,16,,21,,,,1,,,,0
577 2023-2024 14USU0190I 5021500002,577,2023-2024,14USU0190I,5021500002,Escolarizada,47,39,,86,,,,3,,,,0
578 2023-2024 14USU0190I 5021500044,578,2023-2024,14USU0190I,5021500044,Escolarizada,18,33,,51,,,,1,,,,0
579 2023-2024 14USU0190I 5021700002,579,2023-2024,14USU0190I,5021700002,Escolarizada,7,18,,25,,,,0,,,,0
580 2023-2024 14USU0190I 5031100007,580,2023-2024,14USU0190I,5031100007,Escolarizada,15,71,,86,,,,2,,,,0
581 2023-2024 14USU0190I 5033100003,581,2023-2024,14USU0190I,5033100003,Escolarizada,62,72,,134,,,,2,,,,0
582 2023-2024 14USU0190I 5041400032,582,2023-2024,14USU0190I,5041400032,Escolarizada,91,111,,202,,,,7,,,,1
583 2023-2024 14USU0190I 5042000002,583,2023-2024,14USU0190I,5042000002,Escolarizada,75,139,,214,,,,5,,,,0
584 2023-2024 14USU0190I 5051100003,584,2023-2024,14USU0190I,5051100003,Escolarizada,23,34,,57,,,,2,,,,0
585 2023-2024 14USU0190I 5061000002,585,2023-2024,14USU0190I,5061000002,Escolarizada,48,5,,53,,,,4,,,,0
586 2023-2024 14USU0190I 5062100034,586,2023-2024,14USU0190I,5062100034,Escolarizada,31,6,,37,,,,4,,,,0
587 2023-2024 14USU0190I 5071000047,587,2023-2024,14USU0190I,5071000047,Escolarizada,10,0,,10,,,,0,,,,0
588 2023-2024 14USU0190I 5072100049,588,2023-2024,14USU0190I,5072100049,Escolarizada,20,15,,35,,,,2,,,,0
589 2023-2024 14USU0190I 5073100009,589,2023-2024,14USU0190I,5073100009,Escolarizada,52,36,,88,,,,4,,,,0
590 2023-2024 14USU0190I 5073200005,590,2023-2024,14USU0190I,5073200005,Escolarizada,68,21,,89,,,,4,,,,0
591 2023-2024 14USU0190I 5091100011,591,2023-2024,14USU0190I,5091100011,Escolarizada,48,59,,107,,,,1,,,,1
592 2023-2024 14USU0190I 5092100006,592,2023-2024,14USU0190I,5092100006,Escolarizada,21,71,,92,,,,4,,,,0
593 2023-2024 14USU0190I 5094200006,593,2023-2024,14USU0190I,5094200006,Escolarizada,15,63,,78,,,,0,,,,0
594 2023-2024 14USU0190I 5101100015,594,2023-2024,14USU0190I,5101100015,Escolarizada,48,34,,82,,,,2,,,,0
595 2023-2024 14USU0190I 5101600013,595,2023-2024,14USU0190I,5101600013,Escolarizada,23,65,,88,,,,5,,,,0
596 2023-2024 14USU0200Z 4071500002,596,2023-2024,14USU0200Z,4071500002,Escolarizada,60,1,,61,,,,0,,,,0
597 2023-2024 14USU0200Z 5021000002,597,2023-2024,14USU0200Z,5021000002,Escolarizada,0,0,,0,,,,0,,,,0
598 2023-2024 14USU0200Z 5033100003,598,2023-2024,14USU0200Z,5033100003,Escolarizada,32,71,,103,,,,3,,,,1
599 2023-2024 14USU0200Z 5041100007,599,2023-2024,14USU0200Z,5041100007,Escolarizada,13,16,,29,,,,2,,,,0
600 2023-2024 14USU0200Z 5041300007,600,2023-2024,14USU0200Z,5041300007,Escolarizada,15,19,,34,,,,0,,,,0
601 2023-2024 14USU0200Z 5041400032,601,2023-2024,14USU0200Z,5041400032,Escolarizada,29,53,,82,,,,3,,,,0
602 2023-2024 14USU0200Z 5042000002,602,2023-2024,14USU0200Z,5042000002,Escolarizada,27,43,,70,,,,2,,,,0
603 2023-2024 14USU0200Z 5051300005,603,2023-2024,14USU0200Z,5051300005,Escolarizada,16,19,,35,,,,0,,,,0
604 2023-2024 14USU0200Z 5062100033,604,2023-2024,14USU0200Z,5062100033,Escolarizada,16,5,,21,,,,1,,,,0
605 2023-2024 14USU0200Z 5071300014,605,2023-2024,14USU0200Z,5071300014,Escolarizada,62,4,,66,,,,2,,,,0
606 2023-2024 14USU0200Z 5073200010,606,2023-2024,14USU0200Z,5073200010,Escolarizada,55,3,,58,,,,1,,,,0
607 2023-2024 14USU0200Z 5081300016,607,2023-2024,14USU0200Z,5081300016,Escolarizada,42,27,,69,,,,2,,,,2
608 2023-2024 14USU0200Z 5092100006,608,2023-2024,14USU0200Z,5092100006,Escolarizada,15,80,,95,,,,1,,,,0
609 2023-2024 14USU0200Z 5094200006,609,2023-2024,14USU0200Z,5094200006,Escolarizada,11,55,,66,,,,2,,,,1
610 2023-2024 14USU0200Z 5101600013,610,2023-2024,14USU0200Z,5101600013,Escolarizada,20,32,,52,,,,5,,,,0
611 2023-2024 14USU0210F 4062100001,611,2023-2024,14USU0210F,4062100001,Escolarizada,0,0,,0,,,,0,,,,0
612 2023-2024 14USU0210F 4101600012,612,2023-2024,14USU0210F,4101600012,Escolarizada,0,0,,0,,,,0,,,,0
613 2023-2024 14USU0210F 4103100001,613,2023-2024,14USU0210F,4103100001,Escolarizada,0,0,,0,,,,0,,,,0
614 2023-2024 14USU0210F 5022300022,614,2023-2024,14USU0210F,5022300022,Escolarizada,1,3,,4,,,,0,,,,0
615 2023-2024 14USU0210F 5031100007,615,2023-2024,14USU0210F,5031100007,Escolarizada,13,67,,80,,,,3,,,,0
616 2023-2024 14USU0210F 5031500010,616,2023-2024,14USU0210F,5031500010,Escolarizada,3,46,,49,,,,1,,,,0
617 2023-2024 14USU0210F 5032100038,617,2023-2024,14USU0210F,5032100038,Escolarizada,9,10,,19,,,,0,,,,0
618 2023-2024 14USU0210F 5033100003,618,2023-2024,14USU0210F,5033100003,Escolarizada,24,39,,63,,,,3,,,,1
619 2023-2024 14USU0210F 5041100021,619,2023-2024,14USU0210F,5041100021,Escolarizada,45,41,,86,,,,3,,,,0
620 2023-2024 14USU0210F 5041100056,620,2023-2024,14USU0210F,5041100056,Escolarizada,40,71,,111,,,,4,,,,0
621 2023-2024 14USU0210F 5042200024,621,2023-2024,14USU0210F,5042200024,Escolarizada,6,18,,24,,,,1,,,,0
622 2023-2024 14USU0210F 5051100015,622,2023-2024,14USU0210F,5051100015,Escolarizada,8,22,,30,,,,2,,,,0
623 2023-2024 14USU0210F 5062100034,623,2023-2024,14USU0210F,5062100034,Escolarizada,32,12,,44,,,,2,,,,0
624 2023-2024 14USU0210F 5072400001,624,2023-2024,14USU0210F,5072400001,Escolarizada,3,4,,7,,,,0,,,,0
625 2023-2024 14USU0210F 5081100010,625,2023-2024,14USU0210F,5081100010,Escolarizada,27,16,,43,,,,2,,,,0
626 2023-2024 14USU0210F 5082100001,626,2023-2024,14USU0210F,5082100001,Escolarizada,62,54,,116,,,,3,,,,0
627 2023-2024 14USU0210F 5091100011,627,2023-2024,14USU0210F,5091100011,Escolarizada,38,63,,101,,,,4,,,,0
628 2023-2024 14USU0210F 5092100006,628,2023-2024,14USU0210F,5092100006,Escolarizada,34,137,,171,,,,5,,,,0
629 2023-2024 14USU0210F 5093100002,629,2023-2024,14USU0210F,5093100002,Escolarizada,0,0,,0,,,,0,,,,0
630 2023-2024 14USU0210F 5094200006,630,2023-2024,14USU0210F,5094200006,Escolarizada,1,20,,21,,,,0,,,,0
631 2023-2024 14USU0210F 5101100015,631,2023-2024,14USU0210F,5101100015,Escolarizada,0,0,,0,,,,0,,,,0
632 2023-2024 14USU0210F 5103100017,632,2023-2024,14USU0210F,5103100017,Escolarizada,26,13,,39,,,,0,,,,0
633 2023-2024 14USU0220M 5011500002,633,2023-2024,14USU0220M,5011500002,Escolarizada,0,0,,0,,,,0,,,,0
634 2023-2024 14USU0220M 5031100007,634,2023-2024,14USU0220M,5031100007,Escolarizada,20,78,,98,,,,2,,,,0
635 2023-2024 14USU0220M 5033100003,635,2023-2024,14USU0220M,5033100003,Escolarizada,25,55,,80,,,,6,,,,0
636 2023-2024 14USU0220M 5041100056,636,2023-2024,14USU0220M,5041100056,Escolarizada,24,43,,67,,,,1,,,,0
637 2023-2024 14USU0220M 5041400032,637,2023-2024,14USU0220M,5041400032,Escolarizada,43,74,,117,,,,1,,,,0
638 2023-2024 14USU0220M 5042000002,638,2023-2024,14USU0220M,5042000002,Escolarizada,53,50,,103,,,,5,,,,0
639 2023-2024 14USU0220M 5061000002,639,2023-2024,14USU0220M,5061000002,Escolarizada,55,11,,66,,,,6,,,,0
640 2023-2024 14USU0220M 5062200055,640,2023-2024,14USU0220M,5062200055,Escolarizada,0,0,,0,,,,0,,,,0
641 2023-2024 14USU0220M 5072100002,641,2023-2024,14USU0220M,5072100002,Escolarizada,18,17,,35,,,,0,,,,0
642 2023-2024 14USU0220M 5081100050,642,2023-2024,14USU0220M,5081100050,Escolarizada,14,12,,26,,,,1,,,,0
643 2023-2024 14USU0220M 5082100001,643,2023-2024,14USU0220M,5082100001,Escolarizada,30,29,,59,,,,2,,,,0
644 2023-2024 14USU0220M 5091100011,644,2023-2024,14USU0220M,5091100011,Escolarizada,45,63,,108,,,,2,,,,0
645 2023-2024 14USU0220M 5092100006,645,2023-2024,14USU0220M,5092100006,Escolarizada,19,83,,102,,,,4,,,,0
