name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
2610 2020-2021 14USU0210F 5032100038,2610,2020-2021,14USU0210F,5032100038,Escolarizada,6,17,,23,,,,,,,,,6,11,,17,,,,,,,,,4,3,,7,0,0,,0,0,0,,0,4,3,,7,0,0,,0
2611 2020-2021 14USU0210F 5031100007,2611,2020-2021,14USU0210F,5031100007,Escolarizada,18,88,,106,,,,,,,,,16,39,,55,,,,,,,,,7,17,,24,0,1,,1,0,0,,0,7,20,,27,0,1,,1
2612 2020-2021 14USU0210F 5103100007,2612,2020-2021,14USU0210F,5103100007,Escolarizada,29,10,,39,,,,,,,,,4,2,,6,,,,,,,,,1,3,,4,0,0,,0,0,0,,0,1,3,,4,0,0,,0
2613 2020-2021 14USU0210F 5031500010,2613,2020-2021,14USU0210F,5031500010,Escolarizada,0,0,,0,,,,,,,,,3,13,,16,,,,,,,,,0,12,,12,1,0,,1,0,0,,0,2,12,,14,1,2,,3
2614 2020-2021 14USU0210F 5091100011,2614,2020-2021,14USU0210F,5091100011,Escolarizada,25,20,,45,,,,,,,,,67,77,,144,,,,,,,,,4,13,,17,0,0,,0,0,0,,0,5,13,,18,0,1,,1
2615 2020-2021 14USU0210F 4062100001,2615,2020-2021,14USU0210F,4062100001,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2616 2020-2021 14USU0210F 4101600012,2616,2020-2021,14USU0210F,4101600012,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2617 2020-2021 14USU0002Z 5033100003,2617,2020-2021,14USU0002Z,5033100003,Escolarizada,7,13,,20,,,,,,,,,23,18,,41,,,,,,,,,2,7,,9,0,1,,1,0,0,,0,3,10,,13,7,6,,13
2618 2020-2021 14USU0002Z 5062200073,2618,2020-2021,14USU0002Z,5062200073,Escolarizada,4,0,,4,,,,,,,,,7,3,,10,,,,,,,,,6,3,,9,0,0,,0,0,0,,0,6,3,,9,13,2,,15
2619 2020-2021 14USU0002Z 5062100034,2619,2020-2021,14USU0002Z,5062100034,Escolarizada,0,0,,0,,,,,,,,,2,1,,3,,,,,,,,,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2620 2020-2021 14USU0002Z 5071300009,2620,2020-2021,14USU0002Z,5071300009,Escolarizada,7,1,,8,,,,,,,,,4,0,,4,,,,,,,,,6,3,,9,1,0,,1,0,0,,0,8,3,,11,6,0,,6
2621 2020-2021 14USU0002Z 5042000002,2621,2020-2021,14USU0002Z,5042000002,Escolarizada,8,13,,21,,,,,,,,,3,13,,16,,,,,,,,,7,5,,12,0,0,,0,0,0,,0,9,7,,16,12,5,,17
2622 2020-2021 14USU0002Z 5041100021,2622,2020-2021,14USU0002Z,5041100021,Escolarizada,10,1,,11,,,,,,,,,2,2,,4,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,2,0,,2,10,2,,12
2623 2020-2021 14USU0002Z 5031200004,2623,2020-2021,14USU0002Z,5031200004,Escolarizada,1,0,,1,,,,,,,,,2,4,,6,,,,,,,,,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,2,,2
2624 2020-2021 14USU0002Z 5041400032,2624,2020-2021,14USU0002Z,5041400032,Escolarizada,8,11,,19,,,,,,,,,7,16,,23,,,,,,,,,2,5,,7,0,1,,1,0,0,,0,2,7,,9,5,4,,9
2625 2020-2021 14USU0002Z 5011500002,2625,2020-2021,14USU0002Z,5011500002,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,4,5,,9,0,0,,0,0,0,,0,4,6,,10,17,23,,40
2626 2020-2021 14USU0002Z 5092100006,2626,2020-2021,14USU0002Z,5092100006,Escolarizada,38,99,,137,,,,,,,,,41,97,,138,,,,,,,,,4,19,,23,1,1,,2,0,0,,0,5,22,,27,9,32,,41
2627 2020-2021 14USU0002Z 5094200006,2627,2020-2021,14USU0002Z,5094200006,Escolarizada,3,8,,11,,,,,,,,,2,14,,16,,,,,,,,,2,7,,9,0,0,,0,0,0,,0,3,7,,10,2,10,,12
2628 2020-2021 14USU0002Z 5031100007,2628,2020-2021,14USU0002Z,5031100007,Escolarizada,6,46,,52,,,,,,,,,3,22,,25,,,,,,,,,0,8,,8,0,0,,0,0,0,,0,1,10,,11,2,1,,3
2629 2020-2021 14USU0002Z 5101600013,2629,2020-2021,14USU0002Z,5101600013,Escolarizada,0,3,,3,,,,,,,,,0,0,,0,,,,,,,,,1,4,,5,0,0,,0,0,0,,0,1,5,,6,0,1,,1
2630 2020-2021 14USU0140A 5073100009,2630,2020-2021,14USU0140A,5073100009,Escolarizada,75,61,,136,,,,,,,,,124,83,,207,,,,,,,,,12,11,,23,1,2,,3,0,0,,0,15,16,,31,1,2,,3
2631 2020-2021 14USU0140A 5021600017,2631,2020-2021,14USU0140A,5021600017,Escolarizada,5,27,,32,,,,,,,,,0,28,,28,,,,,,,,,0,13,,13,0,0,,0,0,0,,0,0,14,,14,0,0,,0
2632 2020-2021 14USU0140A 5021600024,2632,2020-2021,14USU0140A,5021600024,Escolarizada,11,64,,75,,,,,,,,,1,18,,19,,,,,,,,,0,4,,4,0,0,,0,0,0,,0,0,5,,5,0,1,,1
2633 2020-2021 14USU0140A 5071100019,2633,2020-2021,14USU0140A,5071100019,Escolarizada,40,34,,74,,,,,,,,,18,29,,47,,,,,,,,,5,4,,9,0,1,,1,0,0,,0,5,7,,12,0,0,,0
2634 2020-2021 14USU0140A 5021500044,2634,2020-2021,14USU0140A,5021500044,Escolarizada,84,184,,268,,,,,,,,,36,56,,92,,,,,,,,,6,34,,40,1,2,,3,2,0,,2,11,38,,49,1,0,,1
2635 2020-2021 14USU0140A 5021000110,2635,2020-2021,14USU0140A,5021000110,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,2,0,,2,0,0,,0,0,0,,0,3,0,,3,0,0,,0
2636 2020-2021 14USU0140A 5073100024,2636,2020-2021,14USU0140A,5073100024,Escolarizada,11,4,,15,,,,,,,,,16,16,,32,,,,,,,,,1,5,,6,0,0,,0,0,0,,0,1,6,,7,0,0,,0
2637 2020-2021 14USU0170V 5033100003,2637,2020-2021,14USU0170V,5033100003,Escolarizada,9,9,,18,,,,,,,,,9,12,,21,,,,,,,,,2,2,,4,0,0,,0,0,0,,0,3,4,,7,0,0,,0
2638 2020-2021 14USU0170V 5042000002,2638,2020-2021,14USU0170V,5042000002,Escolarizada,5,20,,25,,,,,,,,,6,5,,11,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
2639 2020-2021 14USU0170V 5081100010,2639,2020-2021,14USU0170V,5081100010,Escolarizada,32,6,,38,,,,,,,,,6,3,,9,,,,,,,,,2,3,,5,0,1,,1,1,0,,1,4,4,,8,0,0,,0
2640 2020-2021 14USU0170V 5041100021,2640,2020-2021,14USU0170V,5041100021,Escolarizada,8,7,,15,,,,,,,,,6,2,,8,,,,,,,,,4,0,,4,0,0,,0,0,0,,0,4,0,,4,0,0,,0
2641 2020-2021 14USU0170V 5041400032,2641,2020-2021,14USU0170V,5041400032,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2642 2020-2021 14USU0170V 5092100006,2642,2020-2021,14USU0170V,5092100006,Escolarizada,1,5,,6,,,,,,,,,4,14,,18,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2643 2020-2021 14USU0100Z 5033100003,2643,2020-2021,14USU0100Z,5033100003,Escolarizada,351,359,,710,,,,,,,,,364,334,,698,,,,,,,,,26,40,,66,3,1,,4,1,0,,1,39,46,,85,5,3,,8
2644 2020-2021 14USU0100Z 5031200004,2644,2020-2021,14USU0100Z,5031200004,Escolarizada,6,12,,18,,,,,,,,,7,16,,23,,,,,,,,,4,5,,9,0,0,,0,0,0,,0,5,6,,11,1,0,,1
2645 2020-2021 14USU0100Z 5012603011,2645,2020-2021,14USU0100Z,5012603011,Escolarizada,8,14,,22,,,,,,,,,7,10,,17,,,,,,,,,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
2646 2020-2021 14USU0100Z 5012603027,2646,2020-2021,14USU0100Z,5012603027,Escolarizada,11,26,,37,,,,,,,,,21,25,,46,,,,,,,,,1,1,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
2647 2020-2021 14USU0100Z 5022600002,2647,2020-2021,14USU0100Z,5022600002,Escolarizada,17,6,,23,,,,,,,,,21,4,,25,,,,,,,,,3,5,,8,1,0,,1,1,0,,1,6,7,,13,0,0,,0
2648 2020-2021 14USU0100Z 5052300015,2648,2020-2021,14USU0100Z,5052300015,Escolarizada,9,7,,16,,,,,,,,,18,12,,30,,,,,,,,,2,6,,8,0,0,,0,1,0,,1,3,6,,9,0,0,,0
2649 2020-2021 14USU0100Z 5022500008,2649,2020-2021,14USU0100Z,5022500008,Escolarizada,12,23,,35,,,,,,,,,20,22,,42,,,,,,,,,7,10,,17,1,0,,1,0,1,,1,12,11,,23,1,1,,2
2650 2020-2021 14USU0100Z 5022300022,2650,2020-2021,14USU0100Z,5022300022,Escolarizada,5,35,,40,,,,,,,,,12,25,,37,,,,,,,,,6,6,,12,1,0,,1,0,0,,0,8,7,,15,0,0,,0
2651 2020-2021 14USU0130U 5081300016,2651,2020-2021,14USU0130U,5081300016,Escolarizada,84,38,,122,,,,,,,,,100,33,,133,,,,,,,,,17,7,,24,0,0,,0,0,0,,0,18,9,,27,2,1,,3
2652 2020-2021 14USU0130U 5041100021,2652,2020-2021,14USU0130U,5041100021,Escolarizada,9,9,,18,,,,,,,,,5,10,,15,,,,,,,,,2,1,,3,0,0,,0,0,0,,0,3,3,,6,0,1,,1
2653 2020-2021 14USU0130U 5051100003,2653,2020-2021,14USU0130U,5051100003,Escolarizada,45,53,,98,,,,,,,,,94,128,,222,,,,,,,,,13,26,,39,0,1,,1,0,0,,0,14,30,,44,0,1,,1
2654 2020-2021 14USU0130U 5072100018,2654,2020-2021,14USU0130U,5072100018,Escolarizada,18,40,,58,,,,,,,,,8,21,,29,,,,,,,,,3,2,,5,0,0,,0,0,0,,0,3,2,,5,0,1,,1
2655 2020-2021 14USU0130U 5082100001,2655,2020-2021,14USU0130U,5082100001,Escolarizada,48,124,,172,,,,,,,,,129,197,,326,,,,,,,,,10,41,,51,0,0,,0,0,0,,0,13,44,,57,0,1,,1
2656 2020-2021 14USU0120N 5041100009,2656,2020-2021,14USU0120N,5041100009,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,5,6,,11,0,1,,1,0,0,,0,6,7,,13,0,0,,0
2657 2020-2021 14USU0120N 5042000002,2657,2020-2021,14USU0120N,5042000002,Escolarizada,157,224,,381,,,,,,,,,130,201,,331,,,,,,,,,22,26,,48,0,0,,0,1,0,,1,26,27,,53,1,2,,3
2658 2020-2021 14USU0120N 5041300007,2658,2020-2021,14USU0120N,5041300007,Escolarizada,111,86,,197,,,,,,,,,56,61,,117,,,,,,,,,16,15,,31,0,1,,1,0,0,,0,19,18,,37,0,1,,1
2659 2020-2021 14USU0120N 5042300027,2659,2020-2021,14USU0120N,5042300027,Escolarizada,29,25,,54,,,,,,,,,27,15,,42,,,,,,,,,3,6,,9,1,0,,1,0,0,,0,4,6,,10,1,1,,2
2660 2020-2021 14USU0120N 5041400032,2660,2020-2021,14USU0120N,5041400032,Escolarizada,185,282,,467,,,,,,,,,221,248,,469,,,,,,,,,22,23,,45,0,1,,1,0,0,,0,26,27,,53,0,4,,4
2661 2020-2021 14USU0120N 5031400003,2661,2020-2021,14USU0120N,5031400003,Escolarizada,26,10,,36,,,,,,,,,37,16,,53,,,,,,,,,8,0,,8,0,0,,0,0,0,,0,9,0,,9,0,1,,1
2662 2020-2021 14USU0120N 5041100127,2662,2020-2021,14USU0120N,5041100127,Escolarizada,2,2,,4,,,,,,,,,0,0,,0,,,,,,,,,6,14,,20,0,0,,0,0,0,,0,7,16,,23,1,0,,1
2663 2020-2021 14USU0120N 5051300020,2663,2020-2021,14USU0120N,5051300020,Escolarizada,8,26,,34,,,,,,,,,6,19,,25,,,,,,,,,1,7,,8,0,0,,0,0,0,,0,1,7,,8,0,0,,0
2664 2020-2021 14USU0120N 5041200028,2664,2020-2021,14USU0120N,5041200028,Escolarizada,115,198,,313,,,,,,,,,64,97,,161,,,,,,,,,16,21,,37,0,1,,1,0,0,,0,16,22,,38,2,2,,4
2665 2020-2021 14USU0120N 5041100056,2665,2020-2021,14USU0120N,5041100056,Escolarizada,148,260,,408,,,,,,,,,90,177,,267,,,,,,,,,18,36,,54,0,0,,0,0,0,,0,19,41,,60,0,2,,2
2666 2020-2021 14USU0120N 5042100117,2666,2020-2021,14USU0120N,5042100117,Escolarizada,25,110,,135,,,,,,,,,10,69,,79,,,,,,,,,5,9,,14,0,0,,0,0,0,,0,6,9,,15,0,1,,1
2667 2020-2021 14USU0120N 5032100065,2667,2020-2021,14USU0120N,5032100065,Escolarizada,0,0,,0,,,,,,,,,0,1,,1,,,,,,,,,0,10,,10,0,0,,0,0,0,,0,0,10,,10,0,0,,0
2668 2020-2021 14USU0120N 5062200082,2668,2020-2021,14USU0120N,5062200082,Escolarizada,35,12,,47,,,,,,,,,40,13,,53,,,,,,,,,8,6,,14,0,0,,0,0,0,,0,12,6,,18,3,0,,3
2669 2020-2021 14USU0120N 5101600013,2669,2020-2021,14USU0120N,5101600013,Escolarizada,43,145,,188,,,,,,,,,34,99,,133,,,,,,,,,5,21,,26,0,0,,0,0,0,,0,5,24,,29,0,0,,0
2670 2020-2021 14USU0120N 4062100004,2670,2020-2021,14USU0120N,4062100004,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2671 2020-2021 14USU0221L 5033100003,2671,2020-2021,14USU0221L,5033100003,Escolarizada,34,57,,91,,,,,,,,,35,43,,78,,,,,,,,,3,9,,12,0,0,,0,1,0,,1,5,9,,14,0,0,,0
2672 2020-2021 14USU0221L 5071400008,2672,2020-2021,14USU0221L,5071400008,Escolarizada,15,32,,47,,,,,,,,,18,13,,31,,,,,,,,,2,11,,13,0,0,,0,0,0,,0,2,12,,14,0,1,,1
2673 2020-2021 14USU0221L 5042400005,2673,2020-2021,14USU0221L,5042400005,Escolarizada,22,27,,49,,,,,,,,,7,10,,17,,,,,,,,,0,5,,5,0,0,,0,0,0,,0,1,6,,7,0,0,,0
2674 2020-2021 14USU0221L 5062100009,2674,2020-2021,14USU0221L,5062100009,Escolarizada,0,0,,0,,,,,,,,,2,0,,2,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2675 2020-2021 14USU0221L 5062200073,2675,2020-2021,14USU0221L,5062200073,Escolarizada,5,3,,8,,,,,,,,,8,1,,9,,,,,,,,,6,1,,7,0,0,,0,0,0,,0,6,1,,7,0,0,,0
2676 2020-2021 14USU0221L 5071700019,2676,2020-2021,14USU0221L,5071700019,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,3,2,,5,0,1,,1,0,0,,0,3,3,,6,0,0,,0
2677 2020-2021 14USU0221L 5071300009,2677,2020-2021,14USU0221L,5071300009,Escolarizada,2,1,,3,,,,,,,,,2,0,,2,,,,,,,,,4,2,,6,0,0,,0,0,0,,0,5,3,,8,0,0,,0
2678 2020-2021 14USU0221L 5071300014,2678,2020-2021,14USU0221L,5071300014,Escolarizada,36,3,,39,,,,,,,,,26,3,,29,,,,,,,,,4,4,,8,0,0,,0,0,0,,0,4,4,,8,1,0,,1
2679 2020-2021 14USU0221L 5042000002,2679,2020-2021,14USU0221L,5042000002,Escolarizada,9,21,,30,,,,,,,,,7,12,,19,,,,,,,,,1,2,,3,0,0,,0,0,0,,0,2,3,,5,0,0,,0
2680 2020-2021 14USU0221L 5041400032,2680,2020-2021,14USU0221L,5041400032,Escolarizada,0,0,,0,,,,,,,,,1,0,,1,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2681 2020-2021 14USU0221L 5022000001,2681,2020-2021,14USU0221L,5022000001,Escolarizada,6,17,,23,,,,,,,,,2,8,,10,,,,,,,,,3,1,,4,0,0,,0,0,0,,0,3,1,,4,0,0,,0
2682 2020-2021 14USU0221L 5031100007,2682,2020-2021,14USU0221L,5031100007,Escolarizada,9,37,,46,,,,,,,,,5,24,,29,,,,,,,,,5,4,,9,0,0,,0,1,0,,1,6,6,,12,0,0,,0
2683 2020-2021 14USU0221L 5062200082,2683,2020-2021,14USU0221L,5062200082,Escolarizada,0,0,,0,,,,,,,,,1,3,,4,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2684 2020-2021 14USU0003Y 5033100003,2684,2020-2021,14USU0003Y,5033100003,Escolarizada,36,35,,71,,,,,,,,,23,20,,43,,,,,,,,,3,8,,11,0,1,,1,0,0,,0,3,11,,14,0,0,,0
2685 2020-2021 14USU0003Y 5052200021,2685,2020-2021,14USU0003Y,5052200021,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,1,1,,2,1,0,,1
2686 2020-2021 14USU0003Y 5062200073,2686,2020-2021,14USU0003Y,5062200073,Escolarizada,5,1,,6,,,,,,,,,9,1,,10,,,,,,,,,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
2687 2020-2021 14USU0003Y 5072400001,2687,2020-2021,14USU0003Y,5072400001,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2688 2020-2021 14USU0003Y 5071300091,2688,2020-2021,14USU0003Y,5071300091,Escolarizada,3,2,,5,,,,,,,,,0,0,,0,,,,,,,,,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
2689 2020-2021 14USU0003Y 5051100015,2689,2020-2021,14USU0003Y,5051100015,Escolarizada,2,8,,10,,,,,,,,,0,0,,0,,,,,,,,,1,5,,6,0,0,,0,0,0,,0,1,5,,6,0,0,,0
2690 2020-2021 14USU0003Y 5062200055,2690,2020-2021,14USU0003Y,5062200055,Escolarizada,0,0,,0,,,,,,,,,4,2,,6,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2691 2020-2021 14USU0003Y 5071300014,2691,2020-2021,14USU0003Y,5071300014,Escolarizada,44,4,,48,,,,,,,,,24,1,,25,,,,,,,,,9,1,,10,0,0,,0,0,0,,0,10,1,,11,0,0,,0
2692 2020-2021 14USU0003Y 5042000002,2692,2020-2021,14USU0003Y,5042000002,Escolarizada,15,34,,49,,,,,,,,,22,14,,36,,,,,,,,,6,5,,11,0,0,,0,0,0,,0,6,6,,12,0,2,,2
2693 2020-2021 14USU0003Y 5041100021,2693,2020-2021,14USU0003Y,5041100021,Escolarizada,15,11,,26,,,,,,,,,4,4,,8,,,,,,,,,4,5,,9,0,0,,0,0,0,,0,4,5,,9,0,0,,0
2694 2020-2021 14USU0003Y 5041400032,2694,2020-2021,14USU0003Y,5041400032,Escolarizada,28,54,,82,,,,,,,,,18,23,,41,,,,,,,,,5,5,,10,0,0,,0,0,0,,0,5,7,,12,0,0,,0
2695 2020-2021 14USU0003Y 5011500002,2695,2020-2021,14USU0003Y,5011500002,Escolarizada,7,25,,32,,,,,,,,,7,18,,25,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2696 2020-2021 14USU0003Y 5092100006,2696,2020-2021,14USU0003Y,5092100006,Escolarizada,2,11,,13,,,,,,,,,13,107,,120,,,,,,,,,0,2,,2,0,0,,0,0,0,,0,0,3,,3,0,0,,0
2697 2020-2021 14USU0003Y 5094200006,2697,2020-2021,14USU0003Y,5094200006,Escolarizada,4,20,,24,,,,,,,,,0,0,,0,,,,,,,,,2,3,,5,0,0,,0,0,0,,0,3,4,,7,0,0,,0
2698 2020-2021 14USU0003Y 5031100007,2698,2020-2021,14USU0003Y,5031100007,Escolarizada,14,45,,59,,,,,,,,,12,32,,44,,,,,,,,,2,11,,13,0,1,,1,0,1,,1,4,14,,18,0,0,,0
2699 2020-2021 14USU0003Y 5062200082,2699,2020-2021,14USU0003Y,5062200082,Escolarizada,14,10,,24,,,,,,,,,9,6,,15,,,,,,,,,1,1,,2,0,0,,0,0,0,,0,3,2,,5,0,0,,0
2700 2020-2021 14USU0003Y 5031500010,2700,2020-2021,14USU0003Y,5031500010,Escolarizada,8,80,,88,,,,,,,,,9,111,,120,,,,,,,,,1,7,,8,0,0,,0,0,0,,0,2,7,,9,0,0,,0
2701 2020-2021 14USU0003Y 5101600013,2701,2020-2021,14USU0003Y,5101600013,Escolarizada,1,9,,10,,,,,,,,,6,7,,13,,,,,,,,,1,4,,5,0,0,,0,0,0,,0,1,4,,5,0,0,,0
2702 2020-2021 14USU0160O 5033100003,2702,2020-2021,14USU0160O,5033100003,Escolarizada,64,58,,122,,,,,,,,,100,134,,234,,,,,,,,,4,9,,13,0,0,,0,0,0,,0,4,9,,13,1,0,,1
2703 2020-2021 14USU0160O 5061000002,2703,2020-2021,14USU0160O,5061000002,Escolarizada,14,0,,14,,,,,,,,,17,4,,21,,,,,,,,,11,0,,11,0,0,,0,0,0,,0,11,1,,12,0,0,,0
2704 2020-2021 14USU0160O 5071700019,2704,2020-2021,14USU0160O,5071700019,Escolarizada,42,7,,49,,,,,,,,,23,4,,27,,,,,,,,,5,3,,8,0,0,,0,0,0,,0,6,3,,9,0,0,,0
2705 2020-2021 14USU0160O 5062200055,2705,2020-2021,14USU0160O,5062200055,Escolarizada,12,6,,18,,,,,,,,,6,3,,9,,,,,,,,,5,2,,7,0,0,,0,0,0,,0,5,3,,8,1,0,,1
2706 2020-2021 14USU0160O 5071400015,2706,2020-2021,14USU0160O,5071400015,Escolarizada,22,21,,43,,,,,,,,,18,11,,29,,,,,,,,,4,4,,8,0,0,,0,0,0,,0,5,4,,9,0,0,,0
2707 2020-2021 14USU0160O 5042000002,2707,2020-2021,14USU0160O,5042000002,Escolarizada,10,24,,34,,,,,,,,,16,56,,72,,,,,,,,,4,5,,9,0,1,,1,0,0,,0,4,6,,10,0,0,,0
2708 2020-2021 14USU0160O 5041400032,2708,2020-2021,14USU0160O,5041400032,Escolarizada,11,18,,29,,,,,,,,,20,42,,62,,,,,,,,,1,10,,11,0,0,,0,0,0,,0,1,13,,14,0,1,,1
2709 2020-2021 14USU0160O 5041200028,2709,2020-2021,14USU0160O,5041200028,Escolarizada,9,21,,30,,,,,,,,,9,13,,22,,,,,,,,,5,5,,10,0,0,,0,0,0,,0,6,7,,13,0,0,,0
2710 2020-2021 14USU0160O 5041100056,2710,2020-2021,14USU0160O,5041100056,Escolarizada,22,37,,59,,,,,,,,,11,25,,36,,,,,,,,,6,5,,11,0,0,,0,0,0,,0,6,5,,11,1,0,,1
2711 2020-2021 14USU0160O 5032100038,2711,2020-2021,14USU0160O,5032100038,Escolarizada,9,15,,24,,,,,,,,,5,5,,10,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
2712 2020-2021 14USU0160O 5031100007,2712,2020-2021,14USU0160O,5031100007,Escolarizada,10,75,,85,,,,,,,,,16,59,,75,,,,,,,,,4,16,,20,0,1,,1,0,0,,0,5,21,,26,0,1,,1
2713 2020-2021 14USU0160O 5095400006,2713,2020-2021,14USU0160O,5095400006,Escolarizada,15,24,,39,,,,,,,,,35,48,,83,,,,,,,,,11,10,,21,1,0,,1,0,0,,0,12,10,,22,0,0,,0
2714 2020-2021 14USU0160O 5042100117,2714,2020-2021,14USU0160O,5042100117,Escolarizada,11,29,,40,,,,,,,,,5,20,,25,,,,,,,,,1,5,,6,0,1,,1,0,0,,0,1,6,,7,0,0,,0
2715 2020-2021 14USU0160O 5091100011,2715,2020-2021,14USU0160O,5091100011,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
2716 2020-2021 14USU0190I 5033100003,2716,2020-2021,14USU0190I,5033100003,Escolarizada,23,47,,70,,,,,,,,,26,40,,66,,,,,,,,,3,13,,16,0,0,,0,0,0,,0,4,14,,18,1,0,,1
2717 2020-2021 14USU0190I 5073200005,2717,2020-2021,14USU0190I,5073200005,Escolarizada,60,17,,77,,,,,,,,,41,10,,51,,,,,,,,,6,7,,13,0,0,,0,0,0,,0,6,7,,13,1,0,,1
2718 2020-2021 14USU0190I 5061000002,2718,2020-2021,14USU0190I,5061000002,Escolarizada,14,1,,15,,,,,,,,,10,1,,11,,,,,,,,,10,2,,12,0,0,,0,0,1,,1,10,3,,13,0,1,,1
2719 2020-2021 14USU0190I 5021500002,2719,2020-2021,14USU0190I,5021500002,Escolarizada,29,18,,47,,,,,,,,,10,10,,20,,,,,,,,,11,9,,20,0,0,,0,0,0,,0,11,9,,20,0,1,,1
2720 2020-2021 14USU0190I 5062100034,2720,2020-2021,14USU0190I,5062100034,Escolarizada,29,6,,35,,,,,,,,,13,5,,18,,,,,,,,,7,0,,7,0,0,,0,0,0,,0,8,0,,8,1,0,,1
2721 2020-2021 14USU0190I 5071000047,2721,2020-2021,14USU0190I,5071000047,Escolarizada,0,0,,0,,,,,,,,,0,0,,0,,,,,,,,,10,1,,11,0,0,,0,1,0,,1,12,1,,13,0,0,,0
2722 2020-2021 14USU0190I 5042000002,2722,2020-2021,14USU0190I,5042000002,Escolarizada,53,65,,118,,,,,,,,,21,43,,64,,,,,,,,,6,11,,17,1,0,,1,0,0,,0,7,13,,20,2,2,,4
2723 2020-2021 14USU0190I 5073100009,2723,2020-2021,14USU0190I,5073100009,Escolarizada,34,20,,54,,,,,,,,,24,12,,36,,,,,,,,,13,7,,20,0,0,,0,0,0,,0,15,8,,23,2,0,,2
2724 2020-2021 14USU0190I 5021000114,2724,2020-2021,14USU0190I,5021000114,Escolarizada,3,15,,18,,,,,,,,,0,0,,0,,,,,,,,,2,3,,5,0,0,,0,0,0,,0,2,4,,6,0,0,,0
2725 2020-2021 14USU0190I 5021700002,2725,2020-2021,14USU0190I,5021700002,Escolarizada,5,8,,13,,,,,,,,,2,0,,2,,,,,,,,,1,6,,7,0,0,,0,1,0,,1,2,7,,9,0,0,,0
2726 2020-2021 14USU0190I 5051100003,2726,2020-2021,14USU0190I,5051100003,Escolarizada,10,30,,40,,,,,,,,,7,10,,17,,,,,,,,,7,5,,12,0,0,,0,0,0,,0,8,5,,13,0,0,,0
